frame,throttle,steer,brake,speed,front_dist,back_dist,left_dist,right_dist
147595,0.0,-0.5,0.0,0.886684551678317,2.6277809143066406,2.479938507080078,8.0,1.6276495456695557
147600,0.0,-0.5,0.0,0.8223401736548436,2.504514217376709,2.4817001819610596,8.0,4.229969501495361
147605,0.0,-0.5,0.0,0.8223401736548436,2.504514217376709,2.4817001819610596,8.0,4.229969501495361
147610,0.0,-0.5,0.0,0.7561122227567191,2.4033191204071045,2.5221381187438965,8.0,4.211754322052002
147615,1.0,-0.5,0.0,0.6560852752930036,2.3142542839050293,2.5560431480407715,8.0,4.231769561767578
147620,0.0,-0.5,0.0,0.6793378685863656,2.2371928691864014,2.59208083152771,8.0,4.243030071258545
147625,0.0,-0.5,0.0,0.702758248061424,2.157823085784912,2.606945514678955,8.0,4.206852912902832
147630,0.0,-0.5,0.0,0.669170664729548,2.07810378074646,2.6357765197753906,8.0,4.222738265991211
147635,0.0,-0.5,0.0,0.6208057029050104,2.003706693649292,2.6619298458099365,8.0,4.141369819641113
147640,0.0,-0.5,0.0,0.5706573691395276,1.940245509147644,2.743837833404541,8.0,4.1486945152282715
147645,0.0,-0.5,0.0,0.5227724363992147,1.8755102157592773,2.7602670192718506,8.0,4.156426429748535
147650,0.0,-0.5,0.0,0.5227724363992147,1.8755102157592773,2.7602670192718506,8.0,4.156426429748535
147655,0.0,-0.5,0.0,0.4782973916587155,1.8219176530838013,2.7888405323028564,8.0,4.164430618286133
147660,0.0,-0.5,0.0,0.4374031253769951,1.7765498161315918,2.839217185974121,8.0,4.172633171081543
147665,1.0,-0.5,0.0,0.37747974572650594,1.7336807250976562,2.8669869899749756,8.0,4.17928409576416
147670,1.0,-0.5,0.0,0.4248234004466567,1.6955492496490479,2.902225971221924,8.0,4.186676502227783
147675,0.0,-0.5,0.0,0.5243370890812215,1.6507586240768433,2.9305310249328613,8.0,4.1953535079956055
147680,1.0,-0.5,0.0,0.6014428511646918,1.5967872142791748,2.9877679347991943,8.0,4.205549240112305
147685,0.0,-0.5,0.0,0.7147621880392279,1.5367096662521362,3.038200855255127,8.0,4.219444274902344
147690,0.0,-0.5,0.0,0.7147621880392279,1.5367096662521362,3.038200855255127,8.0,4.219444274902344
147695,0.0,-0.5,0.0,0.8208713829822418,1.461359977722168,3.1098458766937256,8.0,4.240464687347412
147700,0.0,-0.5,0.0,0.8059256549445822,1.3805090188980103,3.172438383102417,8.0,4.264735698699951
147705,0.0,-0.5,0.0,0.7555177147316764,1.305672287940979,3.243178606033325,8.0,4.293108940124512
147710,0.0,-0.5,0.0,0.6969957907731262,1.2410751581192017,3.296795606613159,8.0,4.322083473205566
147715,0.0,-0.5,0.0,0.6392517203736452,1.1873314380645752,3.363316774368286,8.0,4.351868152618408
147720,0.0,-0.5,0.0,0.5850389603891516,1.1321591138839722,3.41473126411438,8.0,3.722140073776245
147725,0.0,-0.5,0.0,0.5350266487666995,1.0836414098739624,3.482133388519287,8.0,3.7232306003570557
147730,0.0,-0.5,0.0,0.48917823614179046,1.0402992963790894,3.506995677947998,8.0,3.688868522644043
147735,0.0,-0.5,0.0,0.48917823614179046,1.0402992963790894,3.506995677947998,8.0,3.688868522644043
147740,0.0,-0.5,0.0,0.447236486967065,1.0052939653396606,3.5523176193237305,8.0,3.660337448120117
147745,0.0,-0.5,0.0,0.40889192678315045,0.9738808870315552,3.590651273727417,8.0,3.6175003051757812
147750,0.0,-0.5,0.0,0.3738377738730844,0.9445012211799622,3.625962257385254,8.0,3.6587600708007812
147755,0.0,-0.5,0.0,0.3417888049507744,0.9235267639160156,3.654414653778076,8.0,3.6508214473724365
147760,0.0,-0.5,0.0,0.0016085017650866605,0.9246817827224731,3.662644863128662,8.0,3.6691906452178955
147765,0.0,-0.5,0.0,0.0011970881371245825,0.9228123426437378,3.658278703689575,8.0,3.6931350231170654
147770,0.0,-0.5,0.0,0.0014109569148006925,0.9281944036483765,3.6625006198883057,8.0,3.6336779594421387
147775,0.0,-0.5,0.0,0.001250449269122672,0.9254518747329712,3.666350841522217,8.0,3.6186435222625732
147780,0.0,-0.5,0.0,0.0009473191432606632,0.9241155982017517,3.6805942058563232,8.0,3.651677370071411
147785,0.0,-0.5,0.0,0.0009473191432606632,0.9241155982017517,3.6805942058563232,8.0,3.651677370071411
147790,0.0,-0.5,0.0,0.0010226926613727389,0.9214153289794922,3.661428451538086,8.0,3.780400276184082
147795,0.0,-0.5,0.0,0.0009479257029622805,0.9214033484458923,3.662777900695801,8.0,3.7599308490753174
147800,0.0,0.0,0.0,0.0014819396146562908,0.9215748906135559,3.6763999462127686,8.0,3.6866352558135986
147805,0.0,0.0,0.0,0.0,0.9226284027099609,3.659428834915161,8.0,3.625044822692871
147810,0.0,0.0,0.0,0.0,0.9225951433181763,3.6586968898773193,8.0,3.6723833084106445
147815,0.0,0.0,0.0,0.0,0.9238510131835938,3.658250570297241,8.0,3.7024099826812744
147820,0.0,0.0,0.0,0.0,0.919499397277832,3.6583752632141113,8.0,3.650172710418701
147825,0.0,0.0,0.0,0.0,0.9220002293586731,3.666808605194092,8.0,3.68593168258667
147830,0.0,0.0,0.0,0.0,0.9251285195350647,3.669285297393799,8.0,3.712808132171631
147835,0.0,0.0,0.0,0.0,0.9234755635261536,3.6612582206726074,8.0,3.6507458686828613
147840,0.0,0.0,0.0,0.0,0.9262338280677795,3.6646664142608643,8.0,3.670069456100464
147845,0.0,0.0,0.0,0.0,0.9224350452423096,3.662353515625,8.0,3.6169612407684326
147850,0.0,0.0,0.0,0.0,0.9281535744667053,3.6601009368896484,8.0,3.6399710178375244
147855,0.0,0.0,0.0,0.0,0.9282976388931274,3.6586215496063232,8.0,3.6590957641601562
147860,0.0,0.0,0.0,0.0,0.925216019153595,3.6652235984802246,8.0,3.7347495555877686
147865,0.0,0.0,0.0,0.0,0.922098696231842,3.6574032306671143,8.0,3.6505181789398193
147870,0.0,0.0,0.0,0.0,0.9245854020118713,3.6868863105773926,8.0,3.633725166320801
147875,0.0,0.0,0.0,0.0,0.9223338961601257,3.665954828262329,8.0,3.65201997756958
147880,0.0,0.0,0.0,0.0,0.9278720617294312,3.6662001609802246,8.0,3.660712242126465
147885,0.0,0.0,0.0,0.0,0.9281649589538574,3.6625900268554688,8.0,3.6186535358428955
147890,0.0,0.0,0.0,0.0,0.9283639192581177,3.6637814044952393,8.0,3.624211311340332
frame,throttle,steer,brake,speed,front_dist,back_dist,left_dist,right_dist
28635,1.0,0.0,0.0,1.36178211158898,8.0,8.0,1.566223382949829,7.861156940460205
28640,0.0,0.0,0.0,1.552686281373639,8.0,8.0,1.4976955652236938,7.922401428222656
28645,0.0,0.0,0.0,1.7036350582390904,8.0,8.0,1.3350895643234253,7.911656379699707
28650,0.0,0.0,0.0,1.7036350582390904,8.0,8.0,1.3350895643234253,7.911656379699707
28655,0.0,0.0,0.0,1.6528827871137517,8.0,8.0,1.2096867561340332,7.868979454040527
28660,0.0,0.0,0.0,1.5385407555226391,8.0,8.0,1.0200499296188354,7.8823161125183105
28665,0.0,0.0,0.0,1.4130864417892617,8.0,8.0,0.9488663077354431,7.880151748657227
28670,0.0,-0.5,0.0,1.2767387370282839,8.0,8.0,0.9393502473831177,7.888659477233887
28675,1.0,-0.5,0.0,1.0834509216263741,8.0,8.0,0.8910817503929138,7.914098262786865
28680,1.0,-0.5,0.0,1.0834509216263741,8.0,8.0,0.8910817503929138,7.914098262786865
28685,1.0,-0.5,0.0,1.0503075832950812,8.0,8.0,0.860855758190155,7.967789649963379
28690,0.0,0.0,0.0,1.2307889365599478,8.0,8.0,0.845940887928009,7.98018741607666
28695,0.0,0.0,0.0,1.4118740120250004,8.0,8.0,0.8927530646324158,7.994747161865234
28700,1.0,-0.5,0.0,1.2586934161123784,8.0,8.0,1.0657583475112915,8.000941276550293
28705,1.0,-0.5,0.0,1.2586934161123784,8.0,8.0,1.0657583475112915,8.000941276550293
28710,1.0,-0.5,0.0,1.2495608132297542,8.0,8.0,1.044050693511963,8.0
28715,0.0,0.0,0.0,1.4640821120168879,8.0,8.0,0.9873624444007874,8.0
28720,0.0,-0.5,0.0,1.6207482592561933,8.0,8.0,0.9483106732368469,8.247614860534668
28725,0.0,-0.5,0.0,1.6207482592561933,8.0,8.0,0.9483106732368469,8.247614860534668
28730,1.0,-0.5,0.0,1.4356554053761872,8.0,8.0,0.9018042087554932,8.0
28735,0.0,-0.5,0.0,1.4472046631284232,8.0,8.0,0.8444920778274536,8.0
28740,0.0,0.0,0.0,1.4644600254034867,8.0,8.0,0.7819733023643494,8.0
28745,0.0,0.0,0.0,1.4644600254034867,8.0,8.0,0.7819733023643494,8.0
28750,1.0,-0.5,0.0,1.2840294330495012,8.0,8.0,0.7487783432006836,8.0
28755,1.0,-0.5,0.0,1.2375392738090971,8.0,8.0,0.71120285987854,8.0
28760,0.0,0.0,0.0,1.4343684482194472,8.0,8.0,0.6559731364250183,8.0
28765,0.0,0.0,0.0,1.4343684482194472,8.0,8.0,0.6559731364250183,8.0
28770,0.0,0.0,0.0,1.603351458318398,8.0,8.0,0.6236108541488647,8.0
28775,0.0,0.0,0.0,1.5666582352441232,8.0,8.0,0.5939926505088806,8.0
28780,1.0,-0.5,0.0,1.3639427067312162,8.096935272216797,8.0,0.5695874094963074,8.0
28785,1.0,0.0,0.0,1.3378551327334225,7.996270179748535,8.0,0.5695874094963074,8.0
28790,1.0,0.0,0.0,1.3378551327334225,7.996270179748535,8.0,0.5467764735221863,8.0
28795,0.0,0.0,0.0,1.5405242561832178,7.8315348625183105,8.0,0.5300998687744141,8.0
28800,1.0,0.0,0.0,1.533789337127549,7.700173854827881,8.0,0.5211629867553711,8.0
28805,1.0,0.0,0.0,1.533789337127549,7.700173854827881,8.0,0.5211629867553711,8.0
28810,1.0,-0.5,0.0,1.6251732712839653,7.552283763885498,8.0,0.5029792785644531,8.0
28815,0.0,0.0,0.0,1.8901296343075946,7.3878631591796875,8.0,0.47339746356010437,8.0
28820,0.0,-0.5,0.0,2.0268877014456232,7.137026309967041,8.0,0.472665935754776,8.0
28825,0.0,-0.5,0.0,1.9066982259927332,6.936724662780762,8.0,0.4499901235103607,8.0
28830,0.0,-0.5,0.0,1.9066982259927332,6.936724662780762,8.0,0.4499901235103607,8.0
28835,0.0,-0.5,0.0,1.7773703629967115,6.732812404632568,8.0,0.4177953004837036,8.0
28840,0.0,-0.5,0.0,1.6398707132222274,6.6016106605529785,8.0,0.44460493326187134,8.0
28845,0.0,-0.5,0.0,1.6398707132222274,6.6016106605529785,8.0,0.44460493326187134,8.0
28850,0.0,-0.5,0.0,1.5048526927621881,4.593498229980469,8.0,0.5333130359649658,8.0
28855,0.0,-0.5,0.0,1.3782800863010367,4.352230072021484,8.0,0.622580885887146,8.0
28860,1.0,0.0,0.0,1.2049444126791062,4.161247253417969,8.0,0.743445873260498,8.0
28865,1.0,0.0,0.0,1.2049444126791062,4.161247253417969,8.0,0.743445873260498,8.0
28870,0.0,0.0,0.0,1.1932214922865312,4.046888828277588,8.0,0.938813328742981,8.0
28875,0.0,0.0,0.0,1.191314673475857,3.9470863342285156,8.0,1.2093207836151123,8.0
28880,0.0,0.0,0.0,1.1190665299803593,3.8361153602600098,8.0,5.332012176513672,8.0
28885,0.0,0.0,0.0,1.1190665299803593,3.8361153602600098,8.0,5.332012176513672,8.0
28890,0.0,0.0,0.0,1.0309373647225588,3.753169536590576,8.0,5.222994804382324,8.0
28895,0.0,0.0,0.0,0.9439459058327634,3.6722207069396973,8.0,5.203572750091553,8.0
28900,0.0,0.5,0.0,0.8525711797902175,3.615218162536621,8.0,5.199891090393066,8.0
28905,1.0,0.5,0.0,0.71552203688155,5.411843299865723,8.0,5.147587299346924,8.0
28910,1.0,0.5,0.0,0.71552203688155,5.411843299865723,8.0,5.147587299346924,8.0
28915,0.0,0.0,0.0,0.747338789612083,5.342426776885986,8.0,5.1450395584106445,8.0
28920,0.0,0.0,0.0,0.7717734722033631,5.267732620239258,8.0,5.16841983795166,8.0
28925,0.0,0.0,0.0,0.7344932456524298,5.190822124481201,8.0,5.12551212310791,8.0
28930,0.0,0.0,0.0,0.7344932456524298,5.190822124481201,8.0,5.12551212310791,8.0
28935,0.0,0.0,0.0,0.6808912228395738,5.119038105010986,8.0,5.083098411560059,8.0
28940,1.0,0.0,0.0,0.5813989517774099,5.05795955657959,8.0,5.099978446960449,8.0
28945,1.0,0.0,0.0,0.575605525631221,5.0030975341796875,8.0,5.047942161560059,8.0
28950,0.0,0.0,0.0,0.7993873128347119,4.931295871734619,8.0,5.023193359375,8.0
28955,0.0,0.0,0.0,0.7993873128347119,4.931295871734619,8.0,5.023193359375,8.0
28960,0.0,0.0,0.0,0.9806703198167686,4.8392252922058105,8.0,4.965035438537598,8.0
28965,0.0,0.0,0.0,0.980954836264398,4.741732597351074,8.0,4.967390537261963,8.0
28970,1.0,0.0,0.0,0.8490460436464797,4.652861595153809,8.0,4.913169860839844,8.0
28975,1.0,0.0,0.0,0.8490460436464797,4.652861595153809,8.0,4.913169860839844,8.0
28980,1.0,0.0,0.0,0.83806600583122,4.570056438446045,8.0,4.861142158508301,8.0
28985,0.0,0.0,0.0,1.0894875346015107,4.467679023742676,8.0,4.8663225173950195,8.0
28990,0.0,0.0,0.0,1.2530902864744933,4.3468403816223145,8.0,4.805934906005859,8.0
28995,0.0,0.0,0.0,1.2530902864744933,4.3468403816223145,8.0,4.805934906005859,8.0
29000,0.0,0.0,0.0,1.2311862137190737,4.221716403961182,8.0,4.748181343078613,8.0
29005,1.0,0.0,0.0,1.0720876365996996,4.107694149017334,8.0,4.755225658416748,8.0
29010,1.0,0.5,0.0,1.0392143808321106,4.004778861999512,8.0,3.8270232677459717,8.0
29015,1.0,0.5,0.0,1.0392143808321106,4.004778861999512,8.0,3.8270232677459717,8.0
29020,1.0,0.0,0.0,1.3818893132819423,3.8830337524414062,8.0,3.8091466426849365,8.0
29025,0.0,0.0,0.0,1.6962253597185148,3.726396083831787,8.0,3.71691632270813,8.0
29030,0.0,0.0,0.0,1.8304403070251585,3.547952890396118,8.0,3.6745917797088623,8.0
29035,0.0,0.0,0.0,1.8304403070251585,3.547952890396118,8.0,3.6745917797088623,8.0
29040,0.0,0.0,0.0,1.7645376397499115,3.3679733276367188,8.0,3.6170265674591064,8.0
29045,0.0,0.0,0.0,1.6386431859546944,3.1969048976898193,8.0,3.6303060054779053,8.0
29050,0.0,0.0,0.0,1.5036579041620215,3.0419273376464844,8.0,3.643375873565674,8.0
29055,0.0,0.5,0.0,1.3567395598105862,2.8999581336975098,8.0,3.643375873565674,8.0
29060,0.0,0.5,0.0,1.3567395598105862,2.8999581336975098,8.0,3.589130401611328,8.0
29065,0.0,0.0,0.0,1.2416189373320519,2.774204969406128,8.0,3.5886905193328857,8.0
29070,0.0,0.5,0.0,1.12121079691899,2.6605846881866455,8.0,3.6631054878234863,8.0
29075,0.0,0.5,0.0,1.12121079691899,2.6605846881866455,8.0,3.6631054878234863,8.0
29080,0.0,0.5,0.0,0.9995790040325576,2.561354398727417,8.0,3.6567928791046143,8.0
29085,1.0,0.5,0.0,0.8753366437785433,2.496612548828125,8.0,3.5896382331848145,8.0
29090,0.0,0.0,0.0,0.8901081708689562,2.418121337890625,8.0,3.9001238346099854,8.0
29095,0.0,0.0,0.0,0.8901081708689562,2.418121337890625,8.0,3.9001238346099854,8.0
29100,0.0,0.0,0.0,0.903478016425861,2.3236703872680664,8.0,3.951143980026245,8.0
29105,1.0,0.5,0.0,0.7777153775322725,2.2454581260681152,8.0,4.000706672668457,8.0
29110,0.0,0.5,0.0,0.7841127554847951,2.1932623386383057,8.0,3.886871337890625,8.0
29115,0.0,0.5,0.0,0.7841127554847951,2.1932623386383057,8.0,3.886871337890625,8.0
29120,0.0,0.5,0.0,0.8167560350210223,2.3248071670532227,8.0,4.087052345275879,8.0
29125,0.0,0.5,0.0,0.7815942861102916,2.4322268962860107,8.0,4.110726356506348,8.0
29130,0.0,0.5,0.0,0.7272247991603078,2.8233330249786377,8.0,4.134521484375,8.0
29135,0.0,0.5,0.0,0.7272247991603078,2.8233330249786377,8.0,4.134521484375,8.0
29140,0.0,0.5,0.0,0.6699557076233916,2.7439401149749756,4.859438419342041,4.142401218414307,8.0
29145,0.0,0.5,0.0,0.6150271338609241,2.6570417881011963,3.9920079708099365,4.187500953674316,8.0
29150,0.0,0.5,0.0,0.5631178392871883,2.5923070907592773,4.000463485717773,4.1600799560546875,8.0
29155,0.0,0.5,0.0,0.5631178392871883,2.5923070907592773,4.000463485717773,4.1600799560546875,8.0
29160,1.0,0.5,0.0,0.49165450427914736,2.526759386062622,3.086090564727783,4.178861618041992,8.0
29165,0.0,0.5,0.0,0.5183381174417205,2.472257137298584,2.889880418777466,4.183798313140869,8.0
29170,0.0,0.5,0.0,0.550951669983194,2.406858444213867,2.8471922874450684,4.1915812492370605,8.0
29175,0.0,0.5,0.0,0.550951669983194,2.406858444213867,2.8471922874450684,4.1915812492370605,8.0
29180,0.0,0.5,0.0,0.5295696465035363,2.3507752418518066,2.71760892868042,4.20203161239624,8.0
